LocID,Location,Time,AgeGrp,AgeGrpStart,AgeGrpSpan,PopMale,PopFemale,PopTotal
NA,NA,NA,NA,NA,NA,NA,NA,NA 
NA,NA,NA,NA,NA,NA,NA,NA,NA 
NA,NA,NA,NA,NA,NA,NA,NA,NA 
NA,NA,NA,NA,NA,NA,NA,NA,NA 
840,United States of America,2046,15-19,15,5,11059.246,10639.319,21698.565
826,United Kingdom,2045,15-19,15,5,2009.133,1916.754,3925.887
840,United States of America,2045,15-19,15,5,11013.633,10593.034,21606.667
826,United Kingdom,2044,15-19,15,5,2023.105,1930.425,3953.53
840,United States of America,2044,15-19,15,5,11004.191,10589.476,21593.667
826,United Kingdom,2043,15-19,15,5,2035.785,1942.535,3978.32
840,United States of America,2043,15-19,15,5,10974.084,10563.206,21537.29
826,United Kingdom,2042,15-19,15,5,2046.058,1952.151,3998.209
840,United States of America,2042,15-19,15,5,10922.289,10513.803,21436.092
826,United Kingdom,2041,15-19,15,5,2052.608,1958.15,4010.758
840,United States of America,2041,15-19,15,5,10849.63,10442.529,21292.159
826,United Kingdom,2040,15-19,15,5,2055.387,1960.549,4015.936
840,United States of America,2040,15-19,15,5,10761.907,10355.472,21117.379
826,United Kingdom,2039,15-19,15,5,2062.42,1968.055,4030.475
840,United States of America,2039,15-19,15,5,10710.508,10311.372,21021.88
826,United Kingdom,2038,15-19,15,5,2063.373,1969.663,4033.036
840,United States of America,2038,15-19,15,5,10638.252,10244.577,20882.829
826,United Kingdom,2037,15-19,15,5,2061.288,1968.176,4029.464
840,United States of America,2037,15-19,15,5,10553.713,10163.599,20717.312
826,United Kingdom,2036,15-19,15,5,2061.509,1968.558,4030.067
840,United States of America,2036,15-19,15,5,10472.327,10083.266,20555.593
826,United Kingdom,2035,15-19,15,5,2067.617,1974.196,4041.813
840,United States of America,2035,15-19,15,5,10408.39,10017.48,20425.87
826,United Kingdom,2034,15-19,15,5,2087.312,1993.669,4080.981
840,United States of America,2034,15-19,15,5,10411.948,10023.943,20435.891
826,United Kingdom,2033,15-19,15,5,2111.927,2017.348,4129.275
840,United States of America,2033,15-19,15,5,10424.818,10036.003,20460.821
826,United Kingdom,2032,15-19,15,5,2136.246,2040.425,4176.671
840,United States of America,2032,15-19,15,5,10447.08,10054.32,20501.4
826,United Kingdom,2031,15-19,15,5,2152.298,2055.585,4207.883
840,United States of America,2031,15-19,15,5,10480.212,10081.047,20561.259
826,United Kingdom,2030,15-19,15,5,2155.744,2058.897,4214.641
840,United States of America,2030,15-19,15,5,10527.667,10120.139,20647.806
826,United Kingdom,2029,15-19,15,5,2157.17,2061.301,4218.471
840,United States of America,2029,15-19,15,5,10639.427,10230.93,20870.357
826,United Kingdom,2028,15-19,15,5,2147.03,2052.779,4199.809
840,United States of America,2028,15-19,15,5,10764.828,10352.406,21117.234
826,United Kingdom,2027,15-19,15,5,2126.048,2033.875,4159.923
840,United States of America,2027,15-19,15,5,10883.144,10464.784,21347.928
826,United Kingdom,2026,15-19,15,5,2096.484,2006.519,4103.003
840,United States of America,2026,15-19,15,5,10966.066,10541.101,21507.167
826,United Kingdom,2025,15-19,15,5,2061.087,1973.236,4034.323
840,United States of America,2025,15-19,15,5,11001.063,10569.911,21570.974
826,United Kingdom,2024,15-19,15,5,2025.829,1940.959,3966.788
840,United States of America,2024,15-19,15,5,11033.757,10604.878,21638.635
826,United Kingdom,2023,15-19,15,5,1982.409,1900.484,3882.893
840,United States of America,2023,15-19,15,5,11011.63,10584.621,21596.251
826,United Kingdom,2022,15-19,15,5,1937.517,1858.32,3795.837
840,United States of America,2022,15-19,15,5,10951.501,10525.883,21477.384
826,United Kingdom,2021,15-19,15,5,1901.352,1824.461,3725.813
840,United States of America,2021,15-19,15,5,10884.487,10459.373,21343.86
826,United Kingdom,2020,15-19,15,5,1880.611,1805.522,3686.133
840,United States of America,2020,15-19,15,5,10834.321,10408.587,21242.908
826,United Kingdom,2019,15-19,15,5,1879.833,1804.701,3684.534
840,United States of America,2019,15-19,15,5,10837.194,10413.408,21250.602
826,United Kingdom,2018,15-19,15,5,1892.623,1816.667,3709.29
840,United States of America,2018,15-19,15,5,10843.702,10420.038,21263.74
826,United Kingdom,2017,15-19,15,5,1913.983,1836.618,3750.601
840,United States of America,2017,15-19,15,5,10858.538,10431.054,21289.592
826,United Kingdom,2016,15-19,15,5,1935.802,1856.611,3792.413
840,United States of America,2016,15-19,15,5,10887.19,10449.077,21336.267
826,United Kingdom,2015,15-19,15,5,1953.657,1872.458,3826.115
840,United States of America,2015,15-19,15,5,10933.184,10476.88,21410.064
826,United Kingdom,2014,15-19,15,5,1982.337,1899.552,3881.889
840,United States of America,2014,15-19,15,5,11051.093,10573.073,21624.166
826,United Kingdom,2013,15-19,15,5,2006.292,1921.314,3927.606
840,United States of America,2013,15-19,15,5,11188.191,10679.655,21867.846
826,United Kingdom,2012,15-19,15,5,2024.357,1937.554,3961.911
840,United States of America,2012,15-19,15,5,11315.778,10772.492,22088.27
